Winding,Cooling System,OPS,Oil,Profit
0.6,0.4,0.0,0.2,-6351.6
0.6,0.4,0.0,0.0,-5994.0
0.6,0.2,1.0,1.0,0.0
0.6,0.2,1.0,0.8,0.0
0.6,0.2,1.0,0.6,0.0
0.6,0.2,1.0,0.4,0.0
0.6,0.2,1.0,0.2,0.0
0.6,0.2,1.0,0.0,0.0
0.6,0.2,0.8,1.0,-286.4
0.6,0.2,0.8,0.8,-214.1
0.6,0.2,0.8,0.6,-258.4
0.6,0.2,0.8,0.4,-213.0
0.6,0.2,0.8,0.2,-258.4
0.6,0.2,0.8,0.0,-213.9
0.6,0.2,0.6,1.0,-60.0
0.6,0.2,0.6,0.8,-542.5
0.6,0.2,0.6,0.6,-5666.1
0.6,0.2,0.6,0.4,-178.6
0.6,0.2,0.6,0.2,-537.8
0.6,0.2,0.6,0.0,-796.9
0.6,0.2,0.4,1.0,-243.7
0.6,0.2,0.4,0.8,-5662.0
0.6,0.2,0.4,0.6,-5668.0
0.6,0.2,0.4,0.4,-6716.9
0.6,0.2,0.4,0.2,-5987.2
0.6,0.2,0.4,0.0,-5994.2
0.6,0.2,0.2,1.0,-900.0
0.6,0.2,0.2,0.8,-5661.4
0.6,0.2,0.2,0.6,-5689.5
0.6,0.2,0.2,0.4,-6716.9
0.6,0.2,0.2,0.2,-5653.5
0.6,0.2,0.2,0.0,-472.4
0.6,0.2,0.0,1.0,-899.8
0.6,0.2,0.0,0.8,-5661.4
0.6,0.2,0.0,0.6,-5689.5
0.6,0.2,0.0,0.4,-6716.9
0.6,0.2,0.0,0.2,-5653.5
0.6,0.2,0.0,0.0,-472.4
0.6,0.0,1.0,1.0,0.0
0.6,0.0,1.0,0.8,0.0
0.6,0.0,1.0,0.6,0.0
0.6,0.0,1.0,0.4,0.0
0.6,0.0,1.0,0.2,0.0
0.6,0.0,1.0,0.0,0.0
0.6,0.0,0.8,1.0,-286.4
0.6,0.0,0.8,0.8,-214.1
0.6,0.0,0.8,0.6,-258.4
0.6,0.0,0.8,0.4,-213.0
0.6,0.0,0.8,0.2,-258.4
0.6,0.0,0.8,0.0,-213.9
0.6,0.0,0.6,1.0,-60.0
0.6,0.0,0.6,0.8,-542.5
0.6,0.0,0.6,0.6,-5666.1
0.6,0.0,0.6,0.4,-178.6
0.6,0.0,0.6,0.2,-537.8
0.6,0.0,0.6,0.0,-796.9
0.6,0.0,0.4,1.0,-243.7
0.6,0.0,0.4,0.8,-5662.0
0.6,0.0,0.4,0.6,-5668.0
0.6,0.0,0.4,0.4,-6716.9
0.6,0.0,0.4,0.2,-5987.2
0.6,0.0,0.4,0.0,-5994.2
0.6,0.0,0.2,1.0,-899.8
0.6,0.0,0.2,0.8,-5661.4
0.6,0.0,0.2,0.6,-5689.5
0.6,0.0,0.2,0.4,-6716.9
0.6,0.0,0.2,0.2,-5653.5
0.6,0.0,0.2,0.0,-472.4
0.6,0.0,0.0,1.0,-899.8
0.6,0.0,0.0,0.8,-5661.4
0.6,0.0,0.0,0.6,-5689.5
0.6,0.0,0.0,0.4,-6716.9
0.6,0.0,0.0,0.2,-5653.5
0.6,0.0,0.0,0.0,-472.4
0.4,1.0,1.0,1.0,0.0
0.4,1.0,1.0,0.8,0.0
0.4,1.0,1.0,0.6,0.0
0.4,1.0,1.0,0.4,0.0
0.4,1.0,1.0,0.2,0.0
0.4,1.0,1.0,0.0,0.0
0.4,1.0,0.8,1.0,0.0
0.4,1.0,0.8,0.8,0.0
0.4,1.0,0.8,0.6,0.0
0.4,1.0,0.8,0.4,0.0
0.4,1.0,0.8,0.2,-608.6
0.4,1.0,0.8,0.0,0.0
0.4,1.0,0.6,1.0,0.0
0.4,1.0,0.6,0.8,-921.0
